Interactor_A	Interactor_B
Rab7	Rdh1
Rab7	Mcad
Rab7	CG9662
Rab7	Rpn1
Rab7	jagn
Rab7	Vps35
Rab7	Mer
Rab7	KdelR
Rab7	Fnta
Rab7	Epg5
Rab7	Plekhm1
Rab7	c11.1
Rab7	DEF8
Rab7	Sec24AB
Rab7	CCT8
Rab7	Mon1
Rab7	Vps13
Rab7	Rab1
Rab7	zip
lz	en(lz)Y
lz	Hsp83
lz	E(lz)53
lz	su(lz<up>34</up>)
lz	E(lz)205
lz	amos
lz	su(f)
lz	E(lz)174
lz	e(w<up>e</up>)
lz	osa
lz	Bgb
lz	su(Hw)
lz	sv
lz	E(lz)15
lz	E(lz)178
lz	Ras85D
lz	Bro
lz	Bro::Hsap\MYH11
lz	z
lz	mod(mdg4)
lz	srp
lz	Chi
lz	Mlf
lz	DnaJ-1
lz	MED1
lz	pnt
trp	Nmnat
trp	Calx
trp	Pink1|park
trp	Arr2
trp	Osi21
trp	Atg1
trp	Letm1
trp	TER94
trp	Opa1
trp	Tsc1|gig
trp	SERCA
trp	Drp1
trp	inaE
trp	su(rdgA)40
trp	Xport-A
trp	inaF-B
trp	inaC
trp	Galphaq
trp	norpA
trp	inaF-C
trp	trpl
Nmnat	axed
Nmnat	Sarm|axed
Nmnat	Wnk
Nmnat	Hsp26
Nmnat	Sarm
Nmnat	norpA
Nmnat	brp
E(spl)m7-HLH	btl::Egfr
E(spl)m7-HLH	dgrn
E(spl)m7-HLH	E(spl)mbeta-HLH
E(spl)m7-HLH	E(spl)mdelta-HLH
E(spl)m7-HLH	E(spl)mgamma-HLH
E(spl)m7-HLH	da
E(spl)m7-HLH	ato
PlexB	PlexA
PlexB	trio
PlexB	Sema2a
PlexB	Pak
PlexB	Sema2b
PlexB	RhoGAPp190
eve	beat-Ia|unc-5
eve	unc-5
eve	grn
eve	zfh1
eve	beat-Ia
eve	ftz
eve	Nrg
eve	gro
eve	Fas2
eve	egl
eve	Antp
eve	Scr
eve	Ubx
eve	dbo
eve	nmo
eve	exd
lace	Dscam1
lace	Spt-I
lace	Sply
lace	arm
lace	aph-1
lace	Su(H)
lace	Dsor1
lace	rl
lace	hep
Dscam1	dock
Dscam1	TBCD
Dscam1	robo1
Dscam1	Strip
Dscam1	Pak
Dscam1	SH3PX1
Dscam1	Src42A
Dscam1	sli
Dscam1	sqd
Dscam1	elav
axed	Wnk
Kdm5	shg
Kdm5	Ptp61F
Kdm5	Stat92E
Kdm5	tor
Kdm5	Ras85D
Kdm5	Kdm2
Kdm5	htt
Kdm5	Su(var)3-9
Kdm5	sage
Kdm5	vis
Kdm5	CG13775
SNF4Aγ	Appl
SNF4Aγ	Bace
SNF4Aγ	kuz
SNF4Aγ	Hmgcr
SNF4Aγ	Fpps
pzg	dap
pzg	EcR
pzg	PCNA
pzg	N
pzg	CycE
pzg	sima
pzg	S6kII
pzg	nsl1
pzg	Caf1-55
pzg	Camta
L	EP1410
L	upd1
L	RhoGAP68F
L	smo
L	pan
L	fng
L	EP2012
L	esg
L	mir-278
L	wun
L	EP3123
L	dco
L	ras
L	hth
L	Tor
L	mirr
L	wg
L	emc
L	sgg
L	CG12054
L	ush
L	CG3308
L	Dad
L	GstE12
L	rod
L	EP2031
L	CG7920
L	noc
L	Cul4
L	hyx
L	aop
L	CBP
L	ara
L	Hmt-1
L	S6k
L	EP1324
L	Low
L	nrv1
L	TfIIA-S
L	NFAT
L	puc
L	dsh
L	dome
L	Diap1
L	Stat92E
L	pygo
L	hh
L	nej
L	dally
L	kek1
L	EP3087
L	Jra
L	Myc
L	EP1350
L	orb2
L	hep
L	EP2370
L	B
L	CG42709
L	EP950
Myt1	Incenp
Myt1	rux
Myt1	Mtor
Myt1	stg
Myt1	Dl
Myt1	CycA
Myt1	CycB
Myt1	cid
Myt1	Wee1
Myt1	polo
Myt1	Cdk1
Incenp	CycE
Incenp	ord
Incenp	borr::Incenp
ry	w
ry	ZnT41F
ry	ZnT35C
ry	Zip71B
ry	ZnT63C
dom	Zif
dom	brwl
dom	ERR
dom	Chd1
dom	CG17385
dom	Marcal1
dom	Atg12
dom	E(Pc)
dom	dco
dom	pum
dom	Nup50
dom	emc
dom	Pabp2
dom	tara
dom	CG7745
dom	EcR
dom	Lk6
dom	lola
dom	asf1
dom	Atg5
dom	Atg1
dom	mts
dom	HDAC1
dom	CG11723
dom	kis
dom	tws
dom	XNP
dom	Hel89B
dom	HP1c
dom	Tudor-SN
dom	Caf1-55
dom	Gcn5
dom	sno
dom	Atg9
dom	Atg8b
dom	Nipped-A
dom	lilli
dom	rept
dom	Tip60
dom	Atg6
dom	Atg7
dom	wdb
dom	RpS9
dom	jigr1
dom	Top1
dom	Asciz
dom	maf-S
dom	PCNA
dom	wrd
dom	Dl
dom	CG8289
dom	Ino80
dom	CG8924
dom	RYBP
dom	Iswi
dom	Mi-2
dom	brm
dom	CG5181
dom	MRG15
dom	Pp2A-29B
dom	Etl1
dom	M1BP
dom	CG4617
dom	Atg8a
dom	CG5973
dom	DMAP1
dom	CG1620
dom	YL-1
dom	MrgBP
dom	CG8745
dom	Mapmodulin
dom	CG8677
dom	pont
dom	CG12054
dom	Yeti
dom	Tsc1
Zif	l(2)gl
Zif	aPKC
Zif	Antp
Zif	CrebB
Zif	CG34367
Zif	Odj
Zif	M1BP
Zif	br
Zif	cnc
hiw	RagA-B
hiw	raptor
hiw	bsk
hiw	p38b
hiw	Fmr1
hiw	Med
hiw	p38a
hiw	Dscam1
hiw	tkv
hiw	Trpml
hiw	Rae1
hiw	Aplip1
hiw	SkpA
hiw	Atg6
hiw	Cln3
hiw	wit
hiw	Fsn
hiw	wnd
hiw	Atg2
hiw	faf
hiw	GluRIIA
hiw	Nmnat
hiw	betaTub56D
hiw	Syp
RagA-B	hppy
PDZ-GEF	rl
PDZ-GEF	Dsor1
PDZ-GEF	shg
PDZ-GEF	cno
PDZ-GEF	Ras85D
PDZ-GEF	Egfr
PDZ-GEF	Rap2l
PDZ-GEF	mys
mir-1000	mGluR
mir-1000	Nmdar1
mir-1000	VGlut
mir-1000	Diap1
mir-1000	GluRIA
mGluR	Fmr1
mGluR	CaMKII
mGluR	homer
Lkb1	hep
Lkb1	msn
Lkb1	Wdfy2
Lkb1	Diap1
Lkb1	sqh
Lkb1	puc
Lkb1	Sln
Lkb1	bsk
Lkb1	AMPKα
Lkb1	Mat89Ba
Lkb1	eIF2alpha
Lkb1	Sarm
Lkb1	Rrp6
Lkb1	PolA1
Lkb1	Nup98-96
Lkb1	Gyf
Lkb1	pzg
Lkb1	Patr-1
Lkb1	eIF2gamma
Lkb1	Nup358
Lkb1	alt
Lkb1	RhoGAP18B
Lkb1	Smu1
Lkb1	RpL27
Lkb1	kis
Lkb1	Syp
Lkb1	Nup153
Lkb1	RpL30
Lkb1	pins
Lkb1	RpL31
Lkb1	RpS10b
Lkb1	Stlk
sina	rl
sina	ttk
sina	Hsp83
sina	ES2-1
sina	E(sina)6
sina	ed
sina	SS3-6
sina	ES3-1
sina	lilli
sina	eff
sina	CE2-1
sina	phyl
sina	msi
sina	S
sina	SS3-1
sina	Sin3A
sina	E(sina)1
sina	c(2)M
sina	ES1-1
sina	gl
sina	bur
sina	pros
sina	SS3-5
sina	pnut
sina	Su(Tpl)
sina	CE3-1
sina	E(sina)3
sina	E(sina)4
sina	fry
sina	E(sina)46C
sina	lwr
sina	Vta1
sina	CG14185
sina	Dp
sina	promL
sina	Uev1A
sina	Ubc4
sina	rin
sina	CG30431
sina	SmB
sina	PolZ2
sina	CG4360
sina	CG7332
sina	Mcm10
sina	Dyb
sina	sm
sina	CG7991
sina	CG3473
sina	CG31678
sina	bip1
sina	Eb1
sina	CG2147
sina	CG15772
sina	CG5674
sina	Klp98A
sina	CG5011
sina	CG32643
sina	lin-28
sina	CG4375
sina	CG13204
sina	ebi
sina	sc
Lrrk	Fer2
Lrrk	Fur1
Lrrk	Thor
Lrrk	tsr
Lrrk	Dcr-1
Lrrk	Dp
Lrrk	Vps35
Lrrk	Atg7
Lrrk	mir-184
Lrrk	futsch
Lrrk	EndoA
Lrrk	Diap1
Lrrk	eIF4E1
Lrrk	Rbf
Lrrk	Rab9
Lrrk	mir-let7
Lrrk	E2f1
Lrrk	S6k
Lrrk	Dhc64C
Lrrk	AGO1
Fer2	Sod2
Fer2	Blos1
Fer2	NfI
Cbl	CTPsyn
Cbl	spri
Cbl	drk
Cbl	hyd
Cbl	grk
Cbl	Dap160
Cbl	aos
Cbl	Pvr
Cbl	mir-998
g	z
g	aux
g	Arf1
g	Arf4
Raf::tor	mts
Raf::tor	lilli
Raf::tor	ksr::tor
Raf::tor	14-3-3ε
Raf::tor	ed
Raf::tor	Su(Raf)3C
Raf::tor	phyl
Raf::tor	csw
Raf::tor	Hsp83
Raf::tor	Cat
Raf::tor	rl
Raf::tor	Src42A
Raf::tor	aop
Raf::tor	cnk
Raf::tor	TfIIA-S
Raf::tor	Sps1
Raf::tor	spen
Raf::tor	Dsor1
Raf::tor	S
Gbp1	Gbp2
Gbp1	mthl10
rdgA	laza
rdgA	sktl
rdgA	trp
rdgA	trp|trpl
rdgA	su(rdgA)40
rdgA	inaD
rdgA	norpA
rdgA	Nmnat
rdgA	Gαq
rdgA	CG11426
rdgA	Cds
rdgA	wun2
rdgA	wun
Rm62	AGO2
Rm62	Fmr1
Rm62	d
Rm62	SmD1
Rm62	gig
Rm62	Tsc1
Rm62	Pi3K92E
Rm62	Pten
Rm62	foxo
Rm62	Thor
Rm62	Rheb
Rm62	S6kII
Rm62	Pdk1
Rm62	melt
Rm62	Su(var)3-9
Rm62	Dsp1
Rm62	Pur-alpha
Rm62	Top3beta
Rm62	Tdrd3
Rm62	vas
Rm62	Mettl3
Rm62	nito
ci	nej
ci	Tgi
ci	cg
ci	hyx
ci	en
ci	wts
ci	dap
ci	yki
ci	Su(hh)III
ci	su(Hw)
ci	Stat92E
ci	dpp
ci	sd
ci	Su(hh)IV
ci	Su(hh)II
ci	wg
ci	kn
ci	hpo
ci	dome
ci	hh
ci	Psc
ci	Cad99C
ci	vg
ci	pb
ci	tsh
ci	rdx
ci	ph-p
ci	Rbfox1
ci	CkIalpha
ci	Su(fu)
ci	Cul3
ci	Npl4
ci	Cul1
ci	SkpA
ci	Sxl
ci	Kap-alpha3
ci	Gug
ci	HDAC1
ci	slmb
ci	Ada2b
ci	Usp7
ci	Tnpo
ci	dbr
ci	tws
ci	eff
ci	croc
ci	Rack1
14-3-3ε|yki	14-3-3ζ
14-3-3ζ	Pi3K68D
14-3-3ζ	hemo
siz	sli
siz	robo1
siz	CadN
siz	Arf1
siz	blow
siz	NetB
siz	kirre
sli	capt
sli	vkg
sli	β-Spec
sli	Nrt
sli	sd
sli	vg
sli	ena|robo1
sli	robo1
sli	elav
sli	Abl|robo1
sli	kuz
sli	LanA|scb
sli	Egfr
sli	dock
sli	Sos
sli	shi
sli	scb
sli	LanA
sli	Abl::Hsap\ABL1::Hsap\BCR
sli	wb
sli	kra
sli	Khc::Ggal\MLCK
sli	Ras85D
sli	robo2
sli	tok
sli	mew
sli	Ilk
sli	shot
sli	fra
sli	rhea
smo	pav
smo	Hrs
smo	Gprk2
smo	krz
smo	E(smoDN)198
smo	E(smoDN)111
smo	E(smoDN)2070
smo	E(smoDN)2117
smo	jaft
smo	dlp
smo	E(smoDN)1131
smo	E(smoDN)845
smo	CkIIα
smo	E(smoDN)1824
smo	TSG101
smo	mirr
smo	dpp|eya
smo	E(smoDN)N
smo	E(smoDN)G
smo	Trs20
smo	E(smoDN)E
smo	eya|so
smo	wg
smo	M(smoDN)K
smo	Kdm4B
smo	Ulp1
smo	S(smoDN)2629
smo	gish
smo	S(smoDN)204
smo	swm
smo	fu
smo	ptc
smo	cos
smo	hh
smo	S(smoDN)395
smo	S(smoDN)166
smo	E(smoDN)2578
smo	E(smoDN)529
smo	E(smoDN)1338
smo	E(smoDN)2169
smo	eIF1A
smo	E(smoDN)2364
smo	E(smoDN)1419
smo	E(smoDN)390
smo	E(smoDN)203
smo	E(smoDN)2135
smo	Stat92E
smo	E(smoDN)1171
smo	E(smoDN)B-right
smo	S(smoDN)2472
smo	Sumo
smo	E(smoDN)1575
smo	E(smoDN)2281
smo	gig
smo	E(smoDN)2640
smo	Kdm3
smo	E(smoDN)1422
smo	E(smoDN)M
smo	Cad99C
smo	E(smoDN)1124
smo	eRF1
smo	E(smoDN)2101
smo	Mad
smo	Kdm4A
smo	E(smoDN)219
smo	E(smoDN)1411
smo	lwr
smo	E(smoDN)871
smo	apt
smo	E(smoDN)1823
smo	E(smoDN)A
smo	S(smoDN)1378
smo	E(smoDN)986
smo	E(smoDN)1700
smo	tkv
smo	E(smoDN)1736
smo	E(smoDN)1889
smo	E(smoDN)2016
smo	E(smoDN)461
smo	E(smoDN)2515
smo	E(smoDN)2576
smo	E(smoDN)391
smo	E(smoDN)2583
smo	E(smoDN)2047
smo	E(smoDN)548
smo	E(smoDN)2162
smo	E(smoDN)1835
smo	E(smoDN)1333
smo	E(smoDN)1875
smo	E(smoDN)474
smo	E(smoDN)2619
smo	E(smoDN)2243
smo	E(smoDN)2577
smo	E(smoDN)1485
smo	E(smoDN)O
smo	mts
smo	S(smoDN)194
smo	E(smoDN)418
smo	E(smoDN)2546
smo	E(smoDN)2038
smo	S(smoDN)189
smo	ci
smo	E(smoDN)2042
smo	E(smoDN)1644
smo	E(smoDN)918
smo	S(smoDN)1657
smo	E(smoDN)1551
smo	E(smoDN)1414
smo	E(smoDN)830
smo	Su(var)2-10
smo	E(smoDN)1496
smo	E(smoDN)1438
smo	E(smoDN)1857
smo	E(smoDN)2590
smo	E(smoDN)786
smo	Usp8
smo	Sxl
smo	Pp4-19C
smo	Ubi-p5E
smo	Vps36
smo	Ubi-p63E
smo	Smurf
smo	mir-5
smo	mir-960
smo	mir-12
smo	wdb
smo	Pp1-87B
smo	mir-283
smo	pic
smo	Cul4
smo	Uch-L5R
smo	Uch-L5
smo	smg
smo	Rack1
pav	tum
pav	Dgp-1
pav	Srp72
pav	CG32344
pav	AP-2mu
pav	CG8939
pav	l(1)G0020
pav	nesd
pav	feo
pav	pit
pav	scra
pav	sau
pav	foxo
pav	sima
pav	Lkb1
pav	Arf6
pav	CG43333
pav	ALiX
hh	BRWD3
hh	ptc
hh	snama
hh	cos
hh	Hmgcr
hh	mir-14
hh	Asx
hh	Lsd-2
hh	mxc
hh	disp
hh	fu
hh	brm
hh	Su(hh)II
hh	sbb
hh	apt
hh	Su(hh)IV
hh	sca
hh	vtd
hh	oro
hh	Gprk2
hh	Cdk4
hh	Su(hh)V
hh	Su(hh)VII
hh	krz
hh	mam
hh	kn
hh	Ten-m
hh	Nipped-B
hh	tkv
hh	Rab8
hh	swm
hh	Psc
hh	Pka-C1
hh	Su(hh)III
hh	ph-d
hh	ttv
hh	mts
hh	gpp
hh	Su(hh)I
hh	amos
hh	FASN1
hh	pho
hh	Wnt4
hh	trr
hh	Cad99C
hh	dally
hh	hpo
hh	sc
hh	Su(hh)VI
hh	bi
hh	wg
hh	foi
hh	apolpp
hh	dlp
hh	ihog
hh	rasp
hh	boi
hh	Hrs
hh	Vps28
hh	Arf6
BRWD3	His3.3B
BRWD3	yem
BRWD3	Hira
BRWD3	XNP
BRWD3	pic
BRWD3	CkIIalpha
BRWD3	jet
BRWD3	cry
Ube3a	tkv
Ube3a	Pu
Ube3a	eff
Ube3a	Mad
Ube3a	Rpn10
Ube3a	drl
Ube3a	Atpα
Ube3a	S6KL
tkv	Snoo
tkv	Lpt
tkv	p38b
tkv	Med
tkv	bam
tkv	Rbf
tkv	nwk
tkv	kek5
tkv	Mad
tkv	puc
tkv	Tollo
tkv	fu
tkv	Dap160
tkv	coro
tkv	Pi3K21B
tkv	CG3632
tkv	Raf
tkv	Rho1
tkv	E(spl)mβ-HLH
tkv	shn
tkv	sax
tkv	gl
tkv	Snr1
tkv	Ote
tkv	cbt
tkv	put
tkv	fu|Smurf
tkv	brk
tkv	Ack
tkv	vg
tkv	pyd
tkv	hep
tkv	rho
tkv	Lis-1
tkv	lili
tkv	pad
tkv	Cdc42
tkv	brm
tkv	CG7668
tkv	Klc
tkv	Smurf
tkv	S6KL
tkv	mir-124
tkv	mew
tkv	mys
tkv	Rab5
tkv	scrib
tkv	babo
tkv	Nlg4
tkv	scb
tkv	CG3164
fzr	Snoo
fzr	didum
fzr	jumu
fzr	Cbp53E
fzr	Lrp4
fzr	stmA
fzr	Pak
fzr	shakB
fzr	CG15765
fzr	Adar
fzr	asp
fzr	CG10898
fzr	comm
fzr	Rca1
fzr	ppk
fzr	prd
fzr	Ubc10
fzr	Dlc90F
fzr	loco
fzr	CG43066
fzr	Srpk79D
fzr	wnd
fzr	PRAS40
fzr	Fas2
fzr	dco
fzr	CycE
fzr	α-Man-Ia
fzr	KP78b
fzr	sn
fzr	Ndfip
fzr	pon
fzr	Ubc4
fzr	CycB3
fzr	insc
fzr	CG10996
fzr	eff
fzr	faf
fzr	Cam
fzr	Nek2
fzr	Btk
fzr	Nrk
fzr	pim
fzr	tsg
fzr	Ercc1
ed	Nrg
ed	sav
ed	ed::shg
ed	fred
ed	Grip
ed	Fas1::Nrg
ed	tutl
ed	kibra
ed	jar
ed	ex
ed	cno
ed	hpo
ed	Mer
ed	AP-2mu
ed	Smurf
Rac2	CycE
Rac2	mbc
Rac2	CRMP
Rac2	ttk
Rac2	trio
Rac2	Pak3
Rac2	Pak
Rac2	PlexB
Rac2	RhoGAP100F
Rac2	sau
EndoB	Paip2
Abd-B	Pcl
Abd-B	Scm
Abd-B	gpp
Abd-B	CycG
Abd-B	Trl
Abd-B	corto
Abd-B	Pc|chm
Abd-B	barr
Abd-B	pb
Abd-B	trx
Abd-B	CycG|corto
Abd-B	chm
Abd-B	lin
Abd-B	hth
Abd-B	exd
Abd-B	MED19
Abd-B	kni
Abd-B	svp
Abd-B	zfh1
Abd-B	Poxm
Abd-B	pnr
Abd-B	eve
Abd-B	ap
Abd-B	tsh
Abd-B	nau
Abd-B	tin
Abd-B	ems
Abd-B	pnt
Abd-B	bap
Abd-B	twi
Abd-B	Mad
Abd-B	Doc2
Abd-B	lbe
Abd-B	tup
Abd-B	bin
Abd-B	Dll
Abd-B	apt
Abd-B	mid
Abd-B	slp2
Abd-B	slou
Abd-B	mam
Abd-B	Su(H)
Abd-B	salm
Abd-B	pan
Abd-B	TfIIB
Abd-B	Mef2
Abd-B	srp
Abd-B	eya
Abd-B	Kr
Abd-B	dsx
Abd-B	grh
Pcl	Sirt1
Pcl	rept
Pcl	Gug
Pcl	E(Pc)
Pcl	htt
Pcl	esc
Pcl	mor
Pcl	gpp
Pcl	Hsc70-4
Pcl	brm
Pcl	Su(z)12
Pcl	skd
Pcl	corto
Pcl	mxc
Pcl	HDAC1
Pcl	Caf1-55
Pcl	Scm
Pcl	escl
dos	mib2
dos	Ist1
dos	CG7668
dos	Vps60
dos	cmb
dos	HSPC300
dos	chico
dos	Flo2
dos	Ythdf
dos	UQCR-C1
dos	PH4alphaEFB
dos	Saf-B
dos	ana2
dos	RpL17
dos	CG11417
dos	Rip11
dos	qkr58E-2
dos	Brr2
dos	eIF3f1
dos	CG8728
dos	CG6686
dos	Acn
dos	Nup50
dos	vlc
dos	cindr
dos	pins
dos	Rbpn-5
dos	RAF2
dos	cpa
dos	glo
dos	Akap200
dos	CanA-14F
dos	caz
Apc2|Apc	mys
Apc2|Apc	ex
Apc2|Apc	sgg
Apc2|Apc	hep
Apc2|Apc	Egfr
Apc2|Apc	puc
Apc2|Apc	bsk
Apc2|Apc	Ras85D
Apc2|Apc	pan
Apc2|Apc	Axn
Apc2|Apc	Diap1
Apc2|Apc	hpo
Apc2|Apc	pygo
shn	Clk
shn	CycE
shn	brk
shn	eRF1
shn	per
shn	Mad
shn	Sin3A
shn	CtBP
shn	Smr
B	Chi
B	ptc
B	br
B	oro
B	Su(var)3-9
B	Low
B	Bg
B	E(B)
B	ap
B	ap::Lim3
B	su(Bar)
B	ap::Chi
B	trr
B	mb
B	su(Hw)
B	Lpt
Chi	tup
Chi	Tnks
Chi	Gαs
Chi	lgs
Chi	Mf
Chi	Fpps
Chi	brm
Chi	CG9932
Chi	gro
Chi	RpL38
Chi	osa
Chi	CG4080
Chi	CG11893
Chi	Fer2LCH
Chi	arm
Chi	Hydr2
Chi	Nipped-A
Chi	l(3)mbn
Chi	CG7755
Chi	Ssdp
Chi	pygo
Chi	Sam-S
Chi	ap::Chi
Chi	pan
Chi	Xbp1
Chi	ush
Chi	CtsF
Chi	Stt3A
Chi	Iswi
Chi	CG1738
Chi	Lmx1a
Chi	Lim1
Chi	dimm
Chi	CG4328
Chi	CG11275
Chi	da
Imp	mub
Imp	msi
Imp	CycE
Imp	l(2)SH1919
Imp	jigr1
Imp	sna
Imp	sqd
Imp	E2f1
GstS1	CG6330
GstS1	Mhc
GstS1	Gpo1
GstS1	ND-18
GstS1	COX5A
GstS1	COX4
GstS1	TpnC4
GstS1	kdn
GstS1	Mdh2
GstS1	ATPsyndelta
GstS1	COX7AL2
GstS1	Strn-Mlck
GstS1	wupA
Rtnl1	Drp1
Rtnl1	atl
Rtnl1	ReepB
Rtnl1	ReepA|ReepB
Rtnl1	Acsl
Rtnl1	futsch
Rtnl1	CG43446
Drp1	Marf
Drp1	Chchd2
Drp1	asrij
Drp1	clu
Drp1	Opa1
Drp1	Debcl
puc	pan
puc	wg
puc	kay
puc	foxo
puc	Atg6
puc	scaf
puc	Atg9
puc	sgg
puc	Atg1
puc	Glyat
puc	Atg12
puc	Traf6
puc	rdx
Yif1	Nrg
Yif1	N
Yif1	Ser
Nrg	Egfr
Nrg	Fas3
Nrg	Fas2
Nrg	htl
mir-124	tra
mir-124	Fmr1
mir-124	Dcr-1
mir-124	ana
tra	fru
tra	Doa
tra	oc
tra	Sxl
tra	U2af65
tra	tra2
tra	SF2
tra	pps
ref(2)P	Su(P)
ref(2)P	Ypel
ref(2)P	DEF8
ref(2)P	lawc
ref(2)P	Prosbeta3
ref(2)P	Hsp70Aa
ref(2)P	Echs1
ref(2)P	Prosalpha4
ref(2)P	Rpt1
ref(2)P	Prosalpha1
ref(2)P	GstE8
ref(2)P	Rpt4
ref(2)P	Keap1
ref(2)P	Mer
ref(2)P	d
ref(2)P	CG8950
ref(2)P	Atg18a
ref(2)P	htt
ref(2)P	Atg9
ref(2)P	Atg8a
ref(2)P	Atg13
ref(2)P	RagC-D
ref(2)P	Atg101
ref(2)P	Atg16
ref(2)P	aPKC
ref(2)P	Traf6
ref(2)P	CIA30
ref(2)P	pix
ref(2)P	AGO1
Su(P)	Diap2
Su(P)	mtDNA-helicase
Su(P)	EndoG
Su(P)	Ech1
Rala	Traf4
Rala	p38b
Rala	bsk
Rala	msn
Rala	Rlip
Rala	Jra
Rala	Rgl
Rala	Dronc
Rala	Sec5
Rala	hep
Rala	N::sev
Rala	N
Rala	Exo70
Rala	kay
Rala	Dl
Rala	puc
Rala	Mekk1
Rala	Sec15
Rala	neur
Rala	GEFmeso
Rala	Magi
Traf4	CycE
Traf4	Diap1
Traf4	Tak1
Traf4	hep
Traf4	Tab2
Traf4	wgn
Traf4	drpr
Traf4	scrib
mei-41	CycA
mei-41	aurA
mei-41	tefu
mei-41	bsk
mei-41	Wee1
mei-41	twe
mei-41	rad50
mei-41	mei-P22
mei-41	tws
mei-41	PolA1
mei-41	CycB
mei-41	Top2
mei-41	nbs
mei-41	grp
mei-41	CycA|CycB
mei-41	MCPH1
mei-41	rad201
mei-41	nej
Usp47	ttk
Usp47	Su(var)2-1
Nop17l	flw
flw	stck
flw	zip
flw	upd1
flw	Rho1
flw	RhoGEF2
flw	Tm1
flw	N
flw	bsk
flw	sqh
flw	Mbs
flw	rhea
flw	btl::Egfr
flw	mars
flw	sds22
flw	I-2
flw	NiPp1
flw	PPP1R15
flw	pico
flw	MYPT-75D
flw	Zasp66
flw	neb
flw	CG42748
flw	CG9933
flw	Gbs-76A
flw	I-3
flw	CG7029
flw	PNUTS
flw	CG31244
flw	trx
flw	CG31457
flw	CG18190
flw	Sara
flw	Ppi1
flw	ZAP3
flw	Spindly
flw	corolla
flw	Gbs-70E
flw	Moe
flw	Mer
flw	CG10939
flw	smo
flw	uri
flw	tim
flw	ASPP
su(Hw)	HIPP1
su(Hw)	shep
su(Hw)	Chi
su(Hw)	Gcn5
su(Hw)	Orc3
su(Hw)	osa
su(Hw)	CG43338
su(Hw)	CG10555
su(Hw)	Msh6
su(Hw)	mute
su(Hw)	dbr
su(Hw)	Topors
su(Hw)	Mfe2
su(Hw)	fs(1)h
su(Hw)	pre-mod(mdg4)-T
su(Hw)	RpL38
su(Hw)	Ibf1
su(Hw)	Mtpalpha
su(Hw)	Jafrac2
su(Hw)	z
su(Hw)	east
su(Hw)	rump
su(Hw)	Nup98-96
su(Hw)	Clamp
su(Hw)	bbx
su(Hw)	Hr78
su(Hw)	Ets21C
su(Hw)	CG15269
su(Hw)	Rel
su(Hw)	CG31955
su(Hw)	Hmg-2
su(Hw)	Ets96B
su(Hw)	Pph13
su(Hw)	drm
su(Hw)	M1BP
su(Hw)	Chd1
su(Hw)	Iswi
su(Hw)	Mi-2
tor|trk	cic
cic	mnb
cic	mirr
cic	pnt
cic	wap
faf	pnt
faf	wnd
faf	14-3-3ζ
faf	Jra
faf	Chc
faf	shi
faf	aop
faf	E(faf)bE160
faf	eff
faf	Prim2
faf	lqf
faf	S(faf)244
faf	Prosβ6
faf	S(faf)86
faf	E(faf)bE184
faf	Ras85D
faf	S(faf)196
faf	E(faf)bE365
faf	pbl
faf	par-1
faf	imd
faf	sstn
faf	vas
faf	Rab26
faf	Rab6
faf	rictor
faf	Lkb1
faf	Pten
okr	Hus1-like
okr	c(3)G
okr	mei-W68
okr	trem
okr	vilya
okr	bsk
okr	DNAlig4
okr	Brca2
okr	lok
okr	pch2
okr	Blm
okr	c(2)M
okr	mei-P22
okr	mei-41
Rnf146	Axn
Rnf146	dome
Rnf146	Stat92E
Axn	Tnks
Axn	tum
Axn	N
Axn	wg
Axn	salm
Axn	pan
Axn	cos
Axn	Arf6
Axn	pygo
Axn	Rbf
Axn	Lkb1
Axn	Hipk
Axn	CAP
Axn	Apc2
Axn	mir-315
Axn	rempA
Axn	Oseg1
f	m
f	sn
f	su(Hw)
f	E(f)
f	su(f)
f	jv
f	e(w<up>e</up>)
m	Yif1
m	m::tyn
m	sn
Xport-B	trpl
trpl	Ube3a
trpl	Fkbp59
Ets97D	capu
Ets97D	Ada2b
Dsp1	Ubx
Dsp1	trx
Dsp1	ash1
Dsp1	Scr
YME1L	Dronc
YME1L	Sod1
YME1L	Adck1
YME1L	Sod2
YME1L	Dark
YME1L	HtrA2
YME1L	Diap1
Chc	Arl8
Chc	Clc
Chc	Arf1
Chc	Rab5
Chc	CG13220
Chc	ATPsyngamma
Chc	Tspo
Chc	Pi3K68D
Chc	Rdh1
Chc	Gale
Chc	Nfs1
Chc	Gp93
Chc	ScsbetaG
Chc	Rpt2
Chc	CCT7
Chc	alpha-Spec
Chc	OstDelta
Chc	Mpcp2
Chc	Kap-alpha3
Chc	CCT3
Chc	MRP
Chc	Ost48
Chc	Sc2
Chc	GluProRS
Chc	Aldh
Chc	Vha68-2
Chc	Mcad
Chc	Ipo9
Chc	wal
Chc	SerRS
Chc	Rpt6
Chc	Hsp83
Chc	Idh3a
Chc	Gfat2
Chc	PCB
Chc	SERCA
Chc	Mec2
Chc	Nup358
Chc	CCT4
Chc	Psa
Chc	Rpn1
Chc	Rop
Chc	boca
Chc	spidey
Chc	blw
Chc	mEFTu1
Chc	Rpt5
Chc	Cyp12d1-p
Chc	Atpalpha
Chc	CG1416
Chc	CCT6
Chc	r
Chc	UQCR-C2
Chc	Past1
